,subject,image,image_set,image_num,judgment,attention,caption,all
438,43,COCO_train2014_000000340008.mp4,train,340008,0,My primary focus was on the main subject of the photo.,I captioned the subject well by including the action that the young boy was holding a hotdog.,My primary focus was on the main subject of the photo.I captioned the subject well by including the action that the young boy was holding a hotdog.
439,43,COCO_train2014_000000381923.mp4,train,381923,1,My main focus was on the middle part of the image and on what the main subject was holding.,I captioned only the main subject in the photo. I did not scan far enough to notice that there was also another person in the background of the image.,My main focus was on the middle part of the image and on what the main subject was holding.I captioned only the main subject in the photo. I did not scan far enough to notice that there was also another person in the background of the image.
440,43,COCO_train2014_000000559857.mp4,train,559857,0,"I clearly scanned the entire image and focused on the main subject, using the background as context for what was happening in the image.","I captioned the image perfectly, using the background to infer that the plane was flying in the sky.","I clearly scanned the entire image and focused on the main subject, using the background as context for what was happening in the image.I captioned the image perfectly, using the background to infer that the plane was flying in the sky."
441,43,COCO_val2014_000000128704.mp4,val,128704,1,"It seems that I mainly focused on the lower part of the image and did not seem to gather any information from the top half, including the background.","I was very focused on the people in the image but did not specify their location, which would have been easy to identify if I had focused on the top half of the photo.","It seems that I mainly focused on the lower part of the image and did not seem to gather any information from the top half, including the background.I was very focused on the people in the image but did not specify their location, which would have been easy to identify if I had focused on the top half of the photo."
442,43,COCO_val2014_000000138832.mp4,val,138832,1,"I seemed to be mainly focused on the center of the photo, fixating only on the main subject and paying no attention to the background.","I focused only on the orange in the center of the image and did not mention anything about the tree or branches, which made up the entire background of the photo.","I seemed to be mainly focused on the center of the photo, fixating only on the main subject and paying no attention to the background.I focused only on the orange in the center of the image and did not mention anything about the tree or branches, which made up the entire background of the photo."
443,43,COCO_val2014_000000398519.mp4,val,398519,0,I was able to clearly identify the main focus of the image and also included specific background information.,"I described the animal correctly, as well as the wooden fence that was in the lower background of the image.","I was able to clearly identify the main focus of the image and also included specific background information.I described the animal correctly, as well as the wooden fence that was in the lower background of the image."
444,43,COCO_val2014_000000430590.mp4,val,430590,0,I scanned the entire image and clearly identified the main subject and the location of that subject.,I described the zebra and the location of the animal perfectly.,I scanned the entire image and clearly identified the main subject and the location of that subject.I described the zebra and the location of the animal perfectly.
445,43,COCO_val2014_000000441541.mp4,val,441541,1,It seems that my primary focus was the center of the photo.,"I focused only on the center part of the photo and did not address the other food items on the edges of the picture, which included images of stocks and broths.","It seems that my primary focus was the center of the photo.I focused only on the center part of the photo and did not address the other food items on the edges of the picture, which included images of stocks and broths."
446,43,COCO_val2014_000000451859.mp4,val,451859,0,I clearly scanned the entire image to identify the main subject and the action taking place.,I clearly identified the kites being flown by people in the image and was able to scan the image as a whole to show this.,I clearly scanned the entire image to identify the main subject and the action taking place.I clearly identified the kites being flown by people in the image and was able to scan the image as a whole to show this.
447,43,COCO_val2014_000000560830.mp4,val,560830,1,I was mainly focused on the dog in the image and did not look at the top half of the image or the background.,"I was hyper-focused on the dog in the photo but didn't use any information from the background to note that the dog was, in fact, standing and located in a home.","I was mainly focused on the dog in the image and did not look at the top half of the image or the background.I was hyper-focused on the dog in the photo but didn't use any information from the background to note that the dog was, in fact, standing and located in a home."
448,50,COCO_test2014_000000005118.mp4,test,5118,1,"I didn't focus on the main subject of the photo, and I didn't even recognize it.","I captioned it as a yellow fire hydrant when it was actually a yellow school bus. So, I was incorrect.","I didn't focus on the main subject of the photo, and I didn't even recognize it.I captioned it as a yellow fire hydrant when it was actually a yellow school bus. So, I was incorrect."
449,50,COCO_test2014_000000070461.mp4,test,70461,1,I didn't focus on the other background aspects of the photo. I mainly focused on one subject.,I failed to mention the city or building behind the trains. So I missed out on a lot of the photo.,I didn't focus on the other background aspects of the photo. I mainly focused on one subject.I failed to mention the city or building behind the trains. So I missed out on a lot of the photo.
450,50,COCO_test2014_000000205328.mp4,test,205328,1,"My attention was hyper-fixated on one ingredient, which I kept mentioning.","I brought up broccoli too many times, so I missed the other portions of food on the plate.","My attention was hyper-fixated on one ingredient, which I kept mentioning.I brought up broccoli too many times, so I missed the other portions of food on the plate."
451,50,COCO_test2014_000000261661.mp4,test,261661,1,"I focused mainly on one object for too long, which made it difficult to make an accurate assessment.","I said it was a building, but it was actually a cityscape. So I was wrong—although one building did have a clock on it, there were plenty more in the scene.","I focused mainly on one object for too long, which made it difficult to make an accurate assessment.I said it was a building, but it was actually a cityscape. So I was wrong—although one building did have a clock on it, there were plenty more in the scene."
452,50,COCO_test2014_000000355127.mp4,test,355127,1,My attention was fine. I noticed everything adequately.,"I incorrectly stated that the woman was sitting when she was actually laying down. Therefore, it's bad.","My attention was fine. I noticed everything adequately.I incorrectly stated that the woman was sitting when she was actually laying down. Therefore, it's bad."
453,50,COCO_test2014_000000404790.mp4,test,404790,0,I focused on all parts of the image rather well. I did a good job.,I accurately described the image in a good manner.,I focused on all parts of the image rather well. I did a good job.I accurately described the image in a good manner.
454,50,COCO_test2014_000000495559.mp4,test,495559,1,I could have taken a deeper look at the object to notice its multiple colors.,"The red and yellow hydrant could have been described as such instead of just being called red. Other than that, it was fine.","I could have taken a deeper look at the object to notice its multiple colors.The red and yellow hydrant could have been described as such instead of just being called red. Other than that, it was fine."
455,50,COCO_train2014_000000035101.mp4,train,35101,0,I focused on most things and did an adequate job.,"I could have mentioned the sun setting, but overall, it was pretty good in all respects.","I focused on most things and did an adequate job.I could have mentioned the sun setting, but overall, it was pretty good in all respects."
456,50,COCO_train2014_000000050878.mp4,train,50878,1,"I focused on all aspects, which was rather okay.","I used the word ""group,"" which implies multiple people, but I could have simply said ""two."" That choice was not accurate, so it was a mistake.","I focused on all aspects, which was rather okay.I used the word ""group,"" which implies multiple people, but I could have simply said ""two."" That choice was not accurate, so it was a mistake."
457,50,COCO_train2014_000000067761.mp4,train,67761,0,I was focused on everything rather well. I did a good job of reading the surroundings and identifying the main point of interest.,I accurately captured all aspects—the field and the boy playing frisbee.,I was focused on everything rather well. I did a good job of reading the surroundings and identifying the main point of interest.I accurately captured all aspects—the field and the boy playing frisbee.
458,50,COCO_train2014_000000272997.mp4,train,272997,1,I focused too much on a single instance of an object when there were multiple of them in the scene.,"I failed to mention the other person in the image—the skateboarder was jumping over them, but I did not include them in my description.","I focused too much on a single instance of an object when there were multiple of them in the scene.I failed to mention the other person in the image—the skateboarder was jumping over them, but I did not include them in my description."
459,50,COCO_train2014_000000284770.mp4,train,284770,1,"I became too hyper-fixated on one person when there were multiple subjects in the image, so I did a bad job.","I described a man with a racquet, but he was only one of many bystanders on the court.","I became too hyper-fixated on one person when there were multiple subjects in the image, so I did a bad job.I described a man with a racquet, but he was only one of many bystanders on the court."
460,50,COCO_train2014_000000332782.mp4,train,332782,1,I focused too much on a single object within the large space.,I focused too much on the bed and neglected to mention other things in the bedroom.,I focused too much on a single object within the large space.I focused too much on the bed and neglected to mention other things in the bedroom.
461,50,COCO_train2014_000000361909.mp4,train,361909,1,"I didn't focus on the center of the screen, so I didn't gather all the details.","I failed to include that the pizza had toppings on it, specifically bay leaves or some sort of green.","I didn't focus on the center of the screen, so I didn't gather all the details.I failed to include that the pizza had toppings on it, specifically bay leaves or some sort of green."
462,50,COCO_train2014_000000363867.mp4,train,363867,1,"I focused on the image well, but my caption was incorrect.",I don't think it was an airplane—it was just an escalator. So I did a bad job.,"I focused on the image well, but my caption was incorrect.I don't think it was an airplane—it was just an escalator. So I did a bad job."
463,50,COCO_train2014_000000418418.mp4,train,418418,0,"I could have focused more on the background, but overall, it was fine.","My description was accurate, although I could have mentioned the crowd or stadium.","I could have focused more on the background, but overall, it was fine.My description was accurate, although I could have mentioned the crowd or stadium."
464,50,COCO_train2014_000000423356.mp4,train,423356,1,I focused too much on a single object within the larger space that I correctly identified.,"There were more objects than just books, so my description was too general.","I focused too much on a single object within the larger space that I correctly identified.There were more objects than just books, so my description was too general."
465,50,COCO_train2014_000000464238.mp4,train,464238,1,"I focused too much on a single object when there were multiple present. Therefore, my performance was poor.","I could have mentioned the other giraffe. I was standing in front of the fence, not next to it.","I focused too much on a single object when there were multiple present. Therefore, my performance was poor.I could have mentioned the other giraffe. I was standing in front of the fence, not next to it."
466,50,COCO_train2014_000000485185.mp4,train,485185,1,"I was too focused on one object entirely, while there were others in the image I could have noticed.","There was a person next to the sheep, which is important. So I did a bad job.","I was too focused on one object entirely, while there were others in the image I could have noticed.There was a person next to the sheep, which is important. So I did a bad job."
467,50,COCO_train2014_000000498614.mp4,train,498614,1,"My attention was fine, but it was inaccurate. I should have taken more time to further study the main object.","I described a woman, but it was clearly a man in the image. So I was wrong in my caption.","My attention was fine, but it was inaccurate. I should have taken more time to further study the main object.I described a woman, but it was clearly a man in the image. So I was wrong in my caption."
468,50,COCO_train2014_000000573525.mp4,train,573525,1,I was focused too much on one set of objects.,I mentioned the vase of flowers twice. I could have mentioned that the flowers were purple instead.,I was focused too much on one set of objects.I mentioned the vase of flowers twice. I could have mentioned that the flowers were purple instead.
469,50,COCO_val2014_000000135673.mp4,val,135673,0,I noticed everything rather well. I did a good job.,"I accurately mentioned everything in the photo, clearly and correctly. So it was fine.","I noticed everything rather well. I did a good job.I accurately mentioned everything in the photo, clearly and correctly. So it was fine."
470,50,COCO_val2014_000000146837.mp4,val,146837,1,My attention was fine.,"The person in the image seems to be falling. Other than that, I did a good job of describing the image.","My attention was fine.The person in the image seems to be falling. Other than that, I did a good job of describing the image."
471,50,COCO_val2014_000000303260.mp4,val,303260,0,"I focused rather well, but I ignored the background.",It was fine; my caption was suitable for the image shown.,"I focused rather well, but I ignored the background.It was fine; my caption was suitable for the image shown."
472,50,COCO_val2014_000000331392.mp4,val,331392,0,I noticed everything well. I did a great job of capturing the scene.,"I mentioned the flowers, vase, and table, so that was fine. Describing the color of the flowers would have been nice, but my description was adequate.","I noticed everything well. I did a great job of capturing the scene.I mentioned the flowers, vase, and table, so that was fine. Describing the color of the flowers would have been nice, but my description was adequate."
473,50,COCO_val2014_000000416968.mp4,val,416968,1,"I mainly focused on one part of the object, even though there were multiple instances.","I said ""sign"" when there were multiple signs, and I couldn't really tell if there was an actual building behind it to the right.","I mainly focused on one part of the object, even though there were multiple instances.I said ""sign"" when there were multiple signs, and I couldn't really tell if there was an actual building behind it to the right."
474,50,COCO_val2014_000000424793.mp4,val,424793,1,"My attention was fine, but I failed to notice the correct object.","They looked like bird cages rather than a single refrigerator, so my description was incorrect.","My attention was fine, but I failed to notice the correct object.They looked like bird cages rather than a single refrigerator, so my description was incorrect."
475,50,COCO_val2014_000000571242.mp4,val,571242,0,I seemed to capture and notice everything in the image well. I did a good job.,I accurately described the surroundings. I did a good job in this instance.,I seemed to capture and notice everything in the image well. I did a good job.I accurately described the surroundings. I did a good job in this instance.
476,55,COCO_test2014_000000025599.mp4,test,25599,0,I paid close attention to the point of the entire image.,"I focused properly and described the zebras standing next to each other, which was all that was in the image.","I paid close attention to the point of the entire image.I focused properly and described the zebras standing next to each other, which was all that was in the image."
477,55,COCO_test2014_000000100884.mp4,test,100884,1,I did not focus on anything in this image and missed everything except the cake and the man.,"I should have mentioned the symbol the man was holding up, or his party hat.","I did not focus on anything in this image and missed everything except the cake and the man.I should have mentioned the symbol the man was holding up, or his party hat."
478,55,COCO_test2014_000000177123.mp4,test,177123,0,I focused on the main object of the picture—the cat.,"I understood the main point of the image and spoke about the central object, which was the cat.","I focused on the main object of the picture—the cat.I understood the main point of the image and spoke about the central object, which was the cat."
479,55,COCO_test2014_000000221807.mp4,test,221807,1,My attention was fixated mostly on the toilet.,I should have mentioned the stairs and fixated less on the toilet.,My attention was fixated mostly on the toilet.I should have mentioned the stairs and fixated less on the toilet.
480,55,COCO_test2014_000000318650.mp4,test,318650,0,I focused on the entire image.,"I captioned accordingly, as I mentioned the dog on the bed and the dog's surroundings.","I focused on the entire image.I captioned accordingly, as I mentioned the dog on the bed and the dog's surroundings."
481,55,COCO_test2014_000000530960.mp4,test,530960,1,My attention was too focused on the people in the image and not enough on the background or on what they were doing.,I should have mentioned how many people were in the image and noted the fact that they were shopping.,My attention was too focused on the people in the image and not enough on the background or on what they were doing.I should have mentioned how many people were in the image and noted the fact that they were shopping.
482,55,COCO_test2014_000000561762.mp4,test,561762,1,I was very focused on the pots and the stove.,I should have mentioned the color of the pot handles or how many pots there were.,I was very focused on the pots and the stove.I should have mentioned the color of the pot handles or how many pots there were.
483,55,COCO_train2014_000000010281.mp4,train,10281,1,I only noticed the people and the beach.,"I should have focused not only on the beach and people, but more on the beach tents on the sand.","I only noticed the people and the beach.I should have focused not only on the beach and people, but more on the beach tents on the sand."
484,55,COCO_train2014_000000128256.mp4,train,128256,1,My attention was way off. I completely missed the point of the whole image and didn't describe it as it is shown.,"My caption only mentioned the fruit on a wooden table. I should have mentioned that the fruit wasn't in a bowl, but instead spread out on the wooden table into a happy face.","My attention was way off. I completely missed the point of the whole image and didn't describe it as it is shown.My caption only mentioned the fruit on a wooden table. I should have mentioned that the fruit wasn't in a bowl, but instead spread out on the wooden table into a happy face."
485,55,COCO_train2014_000000154013.mp4,train,154013,1,"My attention seemed to veer here, as I was only focused on the people and the bed.",I should have focused more on how many people were on the bed.,"My attention seemed to veer here, as I was only focused on the people and the bed.I should have focused more on how many people were on the bed."
486,55,COCO_train2014_000000216021.mp4,train,216021,0,I paid attention to the entire point of the image.,I mentioned the skateboarder and the trick they were performing.,I paid attention to the entire point of the image.I mentioned the skateboarder and the trick they were performing.
487,55,COCO_train2014_000000253956.mp4,train,253956,1,I was too focused on the man and his surroundings.,I should have mentioned the cigarette the man was holding.,I was too focused on the man and his surroundings.I should have mentioned the cigarette the man was holding.
488,55,COCO_train2014_000000280873.mp4,train,280873,1,"I was very focused on the main idea of the image, but I failed to describe it properly.","I should have said the baby was sitting on a chair, typing on a laptop.","I was very focused on the main idea of the image, but I failed to describe it properly.I should have said the baby was sitting on a chair, typing on a laptop."
489,55,COCO_train2014_000000367271.mp4,train,367271,0,I paid attention to this image and everything in it.,My caption was perfect and described everything in the image.,I paid attention to this image and everything in it.My caption was perfect and described everything in the image.
490,55,COCO_train2014_000000393126.mp4,train,393126,1,I was too focused on the elephant and the water here.,I should have paid more attention to the elephant's surroundings and mentioned the rocks and the trees.,I was too focused on the elephant and the water here.I should have paid more attention to the elephant's surroundings and mentioned the rocks and the trees.
491,55,COCO_train2014_000000454611.mp4,train,454611,1,I was too focused on one thing only.,"I should have mentioned not just the dog, but how many there were, and also the couch.","I was too focused on one thing only.I should have mentioned not just the dog, but how many there were, and also the couch."
492,55,COCO_train2014_000000492151.mp4,train,492151,0,My attention was focused here.,My description captured what it was intended to.,My attention was focused here.My description captured what it was intended to.
493,55,COCO_train2014_000000515300.mp4,train,515300,1,I failed to pay attention to everything in this image and only focused on the man.,"I should have mentioned the rain, the skateboard, or even clarified that the man was skateboarding down the stairs and not a road.","I failed to pay attention to everything in this image and only focused on the man.I should have mentioned the rain, the skateboard, or even clarified that the man was skateboarding down the stairs and not a road."
494,55,COCO_train2014_000000522704.mp4,train,522704,1,I didn't focus on everything here. I was too focused only on the laptop and the desk.,I could have mentioned the tub of ice cream and the two spoons in it.,I didn't focus on everything here. I was too focused only on the laptop and the desk.I could have mentioned the tub of ice cream and the two spoons in it.
495,55,COCO_train2014_000000532132.mp4,train,532132,1,I was too super focused on the man and the fridge.,I should have mentioned the baked goods or the wallet in the man's hand.,I was too super focused on the man and the fridge.I should have mentioned the baked goods or the wallet in the man's hand.
496,55,COCO_train2014_000000558436.mp4,train,558436,1,I was not focused on the whole picture and only mentioned the hydrant and the lush field.,I should have also mentioned the structure sitting behind the hydrant in the lush field.,I was not focused on the whole picture and only mentioned the hydrant and the lush field.I should have also mentioned the structure sitting behind the hydrant in the lush field.
497,55,COCO_val2014_000000084168.mp4,val,84168,1,I was only focused on one thing.,I should have mentioned the fire hydrant in addition to the stop sign.,I was only focused on one thing.I should have mentioned the fire hydrant in addition to the stop sign.
498,55,COCO_val2014_000000126110.mp4,val,126110,1,My attention was all over the place. I was too focused on one thing—the color.,"I was mostly focused on the color yellow of the truck, but I should have instead mentioned more about the surroundings of the truck or the people in the image.","My attention was all over the place. I was too focused on one thing—the color.I was mostly focused on the color yellow of the truck, but I should have instead mentioned more about the surroundings of the truck or the people in the image."
499,55,COCO_val2014_000000213809.mp4,val,213809,1,"I was too focused on how many images there were, rather than what was in the images. I should have focused more on what kind of food was on the table.","I should have mentioned the pizza that was on the table in the two images, but instead I only focused on the table and counted how many images there were.","I was too focused on how many images there were, rather than what was in the images. I should have focused more on what kind of food was on the table.I should have mentioned the pizza that was on the table in the two images, but instead I only focused on the table and counted how many images there were."
500,55,COCO_val2014_000000233483.mp4,val,233483,1,I was too focused on the man and the monitor.,I should have mentioned how many monitors there were or noted the presence of the desk.,I was too focused on the man and the monitor.I should have mentioned how many monitors there were or noted the presence of the desk.
501,55,COCO_val2014_000000342614.mp4,val,342614,1,I was too focused on the sign and nothing else.,I should have mentioned the donut.,I was too focused on the sign and nothing else.I should have mentioned the donut.
502,55,COCO_val2014_000000384981.mp4,val,384981,1,I only had my attention on the people.,I should have paid more attention to the middle of the table and mentioned the cake.,I only had my attention on the people.I should have paid more attention to the middle of the table and mentioned the cake.
503,55,COCO_val2014_000000407457.mp4,val,407457,1,I was too focused on the meter and the road.,I should have mentioned the surroundings or described the meters and noted how many there were.,I was too focused on the meter and the road.I should have mentioned the surroundings or described the meters and noted how many there were.
504,71,COCO_test2014_000000052919.mp4,test,52919,1,I focused on the main subject too much and did not spread my attention out to the background.,"I must have misunderstood the contents of the image because I described the subject as a woman standing next to a fire hydrant. There was no fire hydrant in sight, and the two people were actually in front of a house's garage door.","I focused on the main subject too much and did not spread my attention out to the background.I must have misunderstood the contents of the image because I described the subject as a woman standing next to a fire hydrant. There was no fire hydrant in sight, and the two people were actually in front of a house's garage door."
505,71,COCO_test2014_000000129857.mp4,test,129857,0,I spread my attention evenly across the edges and the main subject.,"I not only mentioned the person, but also described how he was flying the kite.","I spread my attention evenly across the edges and the main subject.I not only mentioned the person, but also described how he was flying the kite."
506,71,COCO_test2014_000000155796.mp4,test,155796,1,I focused only on one subject and did not spread my attention to the surroundings.,"I focused only on the street sign and did not notice the market with a banner on it. I mentioned the street sign way too much and did not mention the location, which is the street.","I focused only on one subject and did not spread my attention to the surroundings.I focused only on the street sign and did not notice the market with a banner on it. I mentioned the street sign way too much and did not mention the location, which is the street."
507,71,COCO_test2014_000000274909.mp4,test,274909,0,I spread out my attention evenly between the subject and the background.,"I not only mentioned the bird, but I also mentioned the location of where it was.","I spread out my attention evenly between the subject and the background.I not only mentioned the bird, but I also mentioned the location of where it was."
508,71,COCO_test2014_000000285107.mp4,test,285107,1,"My attention was spread greatly throughout the image. I focused on the subject, the edges, and the background.","I misunderstood the contents of the image. I mentioned how the luggages were on a table, but there were no tables in sight.","My attention was spread greatly throughout the image. I focused on the subject, the edges, and the background.I misunderstood the contents of the image. I mentioned how the luggages were on a table, but there were no tables in sight."
509,71,COCO_test2014_000000484776.mp4,test,484776,1,"My attention was spread out evenly throughout the image, but I did not focus on the main subject enough.","I misunderstood the contents of the image because I mentioned how the display cases had lots of books. In the image, the shelves actually had lots of vases.","My attention was spread out evenly throughout the image, but I did not focus on the main subject enough.I misunderstood the contents of the image because I mentioned how the display cases had lots of books. In the image, the shelves actually had lots of vases."
510,71,COCO_test2014_000000536197.mp4,test,536197,0,I spread out my attention to both the background and foreground. I did a great job of not focusing only on the subject.,"I not only mentioned the man flying a kite, but I also mentioned how the kite was currently in the sky.","I spread out my attention to both the background and foreground. I did a great job of not focusing only on the subject.I not only mentioned the man flying a kite, but I also mentioned how the kite was currently in the sky."
511,71,COCO_train2014_000000052603.mp4,train,52603,0,I spread out my focus evenly between the background and the subject. I paid great attention to what was happening in both the foreground and the background.,"I not only mentioned the man holding the frisbee, but I also mentioned the location where the event is happening — the field.","I spread out my focus evenly between the background and the subject. I paid great attention to what was happening in both the foreground and the background.I not only mentioned the man holding the frisbee, but I also mentioned the location where the event is happening — the field."
512,71,COCO_train2014_000000073159.mp4,train,73159,1,I focused mainly on the subject and did not look toward the edges of the picture. My focus remained mostly within the middle of the image.,"The caption wasn't as accurate as I expected it to be. I mentioned how the man was standing in the kitchen, but he was actually bent down, watching the food being prepared intently.","I focused mainly on the subject and did not look toward the edges of the picture. My focus remained mostly within the middle of the image.The caption wasn't as accurate as I expected it to be. I mentioned how the man was standing in the kitchen, but he was actually bent down, watching the food being prepared intently."
513,71,COCO_train2014_000000160103.mp4,train,160103,1,I focused mostly on the subject in the background and did not pay enough attention to the things in the foreground.,"Because I focused too much on the building with a clock in the background, I did not notice the street sign and bush in the foreground.","I focused mostly on the subject in the background and did not pay enough attention to the things in the foreground.Because I focused too much on the building with a clock in the background, I did not notice the street sign and bush in the foreground."
514,71,COCO_train2014_000000160423.mp4,train,160423,1,I mainly focused on the main subject and did not spread out my attention to the background.,"Because I focused too much on the double-decker bus, I did not understand that the bus seemed to have been placed in front of a restaurant as a decoration.","I mainly focused on the main subject and did not spread out my attention to the background.Because I focused too much on the double-decker bus, I did not understand that the bus seemed to have been placed in front of a restaurant as a decoration."
515,71,COCO_train2014_000000251772.mp4,train,251772,1,I focused way too much on the main subject. I did not pay attention to the surroundings of the subject.,"I focused on the man riding the skateboard, which led me to misjudge his location. I said he was in the street, but he was actually in a skate park.","I focused way too much on the main subject. I did not pay attention to the surroundings of the subject.I focused on the man riding the skateboard, which led me to misjudge his location. I said he was in the street, but he was actually in a skate park."
516,71,COCO_train2014_000000271195.mp4,train,271195,1,I focused too much on the main subject and did not include what was happening in the background.,I focused too much on the boy swinging at the ball and didn't mention that this was happening at a baseball stadium. I also didn't include other people—such as the other players and the umpire—shown in the picture.,I focused too much on the main subject and did not include what was happening in the background.I focused too much on the boy swinging at the ball and didn't mention that this was happening at a baseball stadium. I also didn't include other people—such as the other players and the umpire—shown in the picture.
517,71,COCO_train2014_000000278336.mp4,train,278336,0,I paid great attention to the background and the subject of the picture.,"I not only mentioned the sandwich, I also mentioned where it is located, which is the table.","I paid great attention to the background and the subject of the picture.I not only mentioned the sandwich, I also mentioned where it is located, which is the table."
518,71,COCO_train2014_000000294603.mp4,train,294603,1,I focused only on the subject and did not notice anything in the background.,I don't think I realized the content of the image because I did not mention the right subject.,I focused only on the subject and did not notice anything in the background.I don't think I realized the content of the image because I did not mention the right subject.
519,71,COCO_train2014_000000336230.mp4,train,336230,0,I spread out my focus towards the main subject and the background.,"I not only mentioned the person on the skis, I also mentioned the location within the picture.","I spread out my focus towards the main subject and the background.I not only mentioned the person on the skis, I also mentioned the location within the picture."
520,71,COCO_train2014_000000407413.mp4,train,407413,1,I focused mostly on the edges of the picture. I did not look at the right part of the image and focused mostly on the left side.,"I misunderstood the contents of the image because I described it as a living room with lots of furniture. However, it actually seemed like a restaurant with guests eating nearby, and there was also a kitchen.","I focused mostly on the edges of the picture. I did not look at the right part of the image and focused mostly on the left side.I misunderstood the contents of the image because I described it as a living room with lots of furniture. However, it actually seemed like a restaurant with guests eating nearby, and there was also a kitchen."
521,71,COCO_train2014_000000416018.mp4,train,416018,1,My attention seemed to shift mainly towards the edges of the image. I did not pay attention to the middle part of the image.,"Because I focused on the woman and the television, I did not realize that there was another person and that the subject was not sitting in front of the screen.","My attention seemed to shift mainly towards the edges of the image. I did not pay attention to the middle part of the image.Because I focused on the woman and the television, I did not realize that there was another person and that the subject was not sitting in front of the screen."
522,71,COCO_train2014_000000489440.mp4,train,489440,0,My attention went to the main subject and the surrounding area. I spread my focus evenly throughout the image.,"I not only mentioned the number of people present, but also the game they were playing.","My attention went to the main subject and the surrounding area. I spread my focus evenly throughout the image.I not only mentioned the number of people present, but also the game they were playing."
523,71,COCO_train2014_000000517294.mp4,train,517294,1,"My attention mainly went to the top half of the image, as the bottom half was mostly ignored.","Because I focused on the zebras that were standing, I did not realize that there was a zebra lying down in the foreground.","My attention mainly went to the top half of the image, as the bottom half was mostly ignored.Because I focused on the zebras that were standing, I did not realize that there was a zebra lying down in the foreground."
524,71,COCO_train2014_000000524736.mp4,train,524736,1,My focus mainly went to the people who were standing. I did not attend to the edges of the image and stayed mostly within the middle.,"I misunderstood the location of the image because I thought the people were standing in a snowy area. However, the people in the image were actually on a sidewalk standing next to surfboards.","My focus mainly went to the people who were standing. I did not attend to the edges of the image and stayed mostly within the middle.I misunderstood the location of the image because I thought the people were standing in a snowy area. However, the people in the image were actually on a sidewalk standing next to surfboards."
525,71,COCO_val2014_000000047367.mp4,val,47367,0,"I not only focused on the main subject, but my attention also went to the edges and surrounding subjects.","I not only mentioned the dog, but also the fire hydrant it was standing next to and the location of where it was standing.","I not only focused on the main subject, but my attention also went to the edges and surrounding subjects.I not only mentioned the dog, but also the fire hydrant it was standing next to and the location of where it was standing."
526,71,COCO_val2014_000000077591.mp4,val,77591,0,I spread my attention evenly between the foreground and background of the image.,"I not only mentioned the subject of the image, but also the location of where the people were.","I spread my attention evenly between the foreground and background of the image.I not only mentioned the subject of the image, but also the location of where the people were."
527,71,COCO_val2014_000000218891.mp4,val,218891,1,My attention was mainly focused on the middle part of the image. I did not attend to the background or the foreground.,"I misunderstood the contents of the image because I said the people were gathered around the table. I focused too much on the crowd of people and did not realize it was outside of a building, which looks like a public market.","My attention was mainly focused on the middle part of the image. I did not attend to the background or the foreground.I misunderstood the contents of the image because I said the people were gathered around the table. I focused too much on the crowd of people and did not realize it was outside of a building, which looks like a public market."
528,71,COCO_val2014_000000346954.mp4,val,346954,1,My attention went to the main subject most of the time and I did not observe the edges of the image.,I got the wrong color of the train and misidentified where it was parked. I focused too much on the train and didn't notice what was happening nearby.,My attention went to the main subject most of the time and I did not observe the edges of the image.I got the wrong color of the train and misidentified where it was parked. I focused too much on the train and didn't notice what was happening nearby.
529,71,COCO_val2014_000000361693.mp4,val,361693,0,My attention was spread widely. I paid close attention to the main subject and the surrounding area.,"I not only mentioned the color of the bear, which is black, but I also mentioned how he was walking around the forest.","My attention was spread widely. I paid close attention to the main subject and the surrounding area.I not only mentioned the color of the bear, which is black, but I also mentioned how he was walking around the forest."
530,71,COCO_val2014_000000451043.mp4,val,451043,0,I spread out my focus from the main subject to the background evenly. I paid great attention to the subject and the surroundings.,"I not only mentioned the person on a snowboard, but I also mentioned the location where the person was, which is a snowy area.","I spread out my focus from the main subject to the background evenly. I paid great attention to the subject and the surroundings.I not only mentioned the person on a snowboard, but I also mentioned the location where the person was, which is a snowy area."
531,71,COCO_val2014_000000476331.mp4,val,476331,0,I spread out my attention evenly to the main subject and the background. I was focused and paid great attention to details.,I mentioned the refrigerator and its location.,I spread out my attention evenly to the main subject and the background. I was focused and paid great attention to details.I mentioned the refrigerator and its location.
532,74,COCO_test2014_000000195925.mp4,test,195925,1,"My focus was on the main subject first, but then drifted around the image after identifying the main subject.",I did not provide information about the image outside of the plane and water.,"My focus was on the main subject first, but then drifted around the image after identifying the main subject.I did not provide information about the image outside of the plane and water."
533,74,COCO_test2014_000000240642.mp4,test,240642,1,I focused too much around the image and on one subject.,I did not caption the image very well—I missed the woman and incorrectly labeled the man as wearing a white shirt when he was actually wearing black.,I focused too much around the image and on one subject.I did not caption the image very well—I missed the woman and incorrectly labeled the man as wearing a white shirt when he was actually wearing black.
534,74,COCO_test2014_000000462800.mp4,test,462800,0,I focused very well early on the main subject and the background. I just lost focus near the end.,I captured the image very well by focusing on the oranges and the bowl.,I focused very well early on the main subject and the background. I just lost focus near the end.I captured the image very well by focusing on the oranges and the bowl.
535,74,COCO_test2014_000000471012.mp4,test,471012,1,I seemed unfocused early on in the image. I focused too much around the edges.,I miscaptured the image because the cat was in front of the TV. I did not capture the background.,I seemed unfocused early on in the image. I focused too much around the edges.I miscaptured the image because the cat was in front of the TV. I did not capture the background.
